gene1,Systematic gene name
dot5,YIL010W
dot6,YER088C
dpb11-1-supp1,YJL090C
dpb11-1-supp2,YJL090C
dpb3,YBR278W
dpb4,YDR121W
dph1,YIL103W
dph2,YKL191W
dph5,YLR172C
dph6,YLR143W
dpl1,YDR294C
dpm1-6,YPR183W
dpm1-6-supp1,YPR183W
dpp1,YDR284C
drn1,YGR093W
drs1-5001,YLL008W
drs1-5002,YLL008W
drs2-supp1,YAL026C
dsc2,YOL073C
dsc3,YOR223W
dsd1,YGL196W
dse1,YER124C
dse2,YHR143W
dse3,YOR264W
dse4,YNR067C
dsf1,YEL070W
dsf2,YBR007C
dsk2,YMR276W
dsn1-7,YIR010W
dsn1-8,YIR010W
dss1,YMR287C
dss4,YPR017C
dst1,YGL043W
dtd1,YDL219W
dtr1,YBR180W
duf1,YOL087C
dug1,YFR044C
dug2,YBR281C
dug3,YNL191W
dun1,YDL101C
duo1-2,YGL061C
"dur1,2",YBR208C
dur3,YHL016C
dus1,YML080W
dus3,YLR401C
dus4,YLR405W
dut1-5001,YBR252W
dxo1,YDR370C
dyn1,YKR054C
dyn2,YDR424C
dyn3,YMR299C
dys1-5002,YHR068W
eaf3,YPR023C
eaf5,YEL018W
eaf6,YJR082C
eaf7,YNL136W
eap1,YKL204W
ear1,YMR171C
ebp2-1,YKL172W
ebs1,YDR206W
eci1,YLR284C
ecl1,YGR146C
ecm1,YAL059W
ecm10,YEL030W
ecm11,YDR446W
ecm12,YHR021W-A
ecm13,YBL043W
ecm14,YHR132C
ecm15,YBL001C
ecm18,YDR125C
ecm19,YLR390W
ecm2,YBR065C
ecm21,YBL101C
ecm22,YLR228C
ecm23,YPL021W
ecm25,YJL201W
ecm27,YJR106W
ecm29,YHL030W
ecm3,YOR092W
ecm30,YLR436C
ecm31,YBR176W
ecm32,YER176W
ecm33,YBR078W
ecm34,YHL043W
ecm38,YLR299W
ecm4,YKR076W
ecm5,YMR176W
ecm7,YLR443W
ecm8,YBR076W
eco1-1,YFR027W
ect1,YGR007W
edc1,YGL222C
edc2,YER035W
edc3,YEL015W
ede1,YBL047C
eds1,YBR033W
eeb1,YPL095C
efm1,YHL039W
efm2,YBR271W
efm3,YJR129C
efm4,YIL064W
efm5,YGR001C
efm6,YNL024C
eft1,YOR133W
eft2,YDR385W
egd1,YPL037C
egd2,YHR193C
egh1,YIR007W
ego2,YCR075W-A
ego4,YNR034W-A
egt2,YNL327W
ehd3,YDR036C
eht1,YBR177C
eis1,YMR031C
eki1,YDR147W
ela1,YNL230C
elc1,YPL046C
elf1,YKL160W
elg1,YOR144C
elm1,YKL048C
elo1,YJL196C
elo2,YCR034W
elo3,YLR372W
elp2,YGR200C
elp3,YPL086C
elp4,YPL101W
elp6,YMR312W
emc1,YCL045C
emc10,YDR056C
emc2,YJR088C
emc3,YKL207W
emc4,YGL231C
emc5,YIL027C
emc6,YLL014W
emg1-1,YLR186W
emg1-1-supp1,YLR186W
emg1-5001,YLR186W
emi1,YDR512C
emi2,YDR516C
emp24,YGL200C
emp46,YLR080W
emp47,YFL048C
emp65,YER140W
emp70,YLR083C
ena1,YDR040C
ena5,YDR038C
enb1,YOL158C
end3-supp1,YNL084C
eno1,YGR254W
eno2,YHR174W
enp1-1,YBR247C
enp2-5001,YGR145W
ent1,YDL161W
ent2,YLR206W
ent3,YJR125C
ent4,YLL038C
ent5,YDR153C
env10,YLR065C
env11,YGR071C
env7,YPL236C
env9,YOR246C
eos1-supp1,YNL080C
eos1-supp2,YNL080C
epo1,YMR124W
eps1,YIL005W
ept1,YHR123W
erb1-5001,YMR049C
erc1,YHR032W
erd1,YDR414C
erd2-5001,YBL040C
erf2,YLR246W
erg10-1,YPL028W
erg11-td,YHR007C
erg12-5001,YMR208W
erg13-5001,YML126C
erg2,YMR202W
erg24-supp1,YNL280C
erg25-5001,YGR060W
erg26-1,YGL001C
erg27-5001,YLR100W
erg3,YLR056W
erg4,YGL012W
erg5,YMR015C
erg6,YML008C
erg7-5001,YHR072W
erg7-5003,YHR072W
erg7-5005,YHR072W
erg8-1,YMR220W
erg9-5001,YHR190W
eri1,YPL096C-A
erj5,YFR041C
ero1-1,YML130C
erp1,YAR002C-A
erp2,YAL007C
erp3,YDL018C
erp4,YOR016C
erp5,YHR110W
erp6,YGL002W
err1,YOR393W
ers1,YCR075C
ert1,YBR239C
erv14,YGL054C
erv15,YBR210W
erv2,YPR037C
erv25,YML012W
erv29,YGR284C
erv41,YML067C
erv46,YAL042W
esa1-d414,YOR244W
esa1-l254p,YOR244W
esbp6,YNL125C
esc1,YMR219W
esc2,YDR363W
esc8,YOL017W
esf1-5007,YDR365C
esf1-5010,YDR365C
esf2-5005,YNR054C
esf2-5006,YNR054C
esl1,YIL151C
esl2,YKR096W
esp1-1,YGR098C
ess1-h164r,YJR017C
ess1-h164r-supp1,YJR017C
est1,YLR233C
est3,YIL009C-A
etp1,YHL010C
etr1,YBR026C
ett1,YOR051C
eug1,YDR518W
exg1,YLR300W
exg2,YDR261C
exo1,YOR033C
exo5,YBR163W
exo70-29/37,YJL085W
exo70-29/37-supp1,YJL085W
exo70-38,YJL085W
exo84-102,YBR102C
faa1,YOR317W
faa2,YER015W
faa3,YIL009W
faa4,YMR246W
fab1-supp1,YFR019W
fad1-5001,YDL045C
faf1-5001,YIL019W
fal1-1,YDR021W
fap1,YNL023C
far10,YLR238W
far11,YNL127W
far3,YMR052W
far7,YFR008W
far8,YMR029C
fas2-5001,YPL231W
fas2-5003,YPL231W
fas2-5008,YPL231W
fas2-5011,YPL231W
fas2-5012,YPL231W
fas2-5022,YPL231W
fat1,YBR041W
fat3,YKL187C
fau1,YER183C
fbp1,YLR377C
fbp26,YJL155C
fcf1-5001,YDR339C
fcf2-5011,YLR051C
fcp1-1-supp1,YMR277W
fcp1-1-supp2,YMR277W
fcp1-1-supp3,YMR277W
fcy1,YPR062W
fcy2,YER056C
fcy21,YER060W
fcy22,YER060W-A
fdc1,YDR539W
fdh1,YOR388C
fdh2,YPL275W
fes1,YBR101C
fet3,YMR058W
fet4,YMR319C
fet5,YFL041W
fex1,YOR390W
fex2,YPL279C
fhl1-5004,YPR104C
fhn1,YGR131W
fig1,YBR040W
fig2,YCR089W
fig4,YNL325C
fin1,YDR130C
fip1-433,YJR093C
fip1-5001,YJR093C
fir1,YER032W
fis1,YIL065C
fit1,YDR534C
fit2,YOR382W
fit3,YOR383C
fkh1,YIL131C
fkh2,YNL068C
fks1,YLR342W
fks3,YMR306W
flc1,YPL221W
flc2,YAL053W
flc3,YGL139W
flo1,YAR050W
flo10,YKR102W
flo11,YIR019C
flo8,YER109C
flo9,YAL063C
flr1,YBR008C
flx1,YIL134W
fmc1,YIL098C
fmn1-5001,YDR236C
fmo1,YHR176W
fmp10,YER182W
fmp16,YDR070C
fmp23,YBR047W
fmp25,YLR077W
fmp27,YLR454W
fmp30,YPL103C
fmp32,YFL046W
fmp33,YJL161W
fmp40,YPL222W
fmp41,YNL168C
fmp45,YDL222C
fmp46,YKR049C
fmp48,YGR052W
fmp52,YER004W
fms1,YMR020W
fmt1,YBL013W
fob1,YDR110W
fox2,YKR009C
fpk1,YNR047W
fpr1,YNL135C
fpr2,YDR519W
fpr3,YML074C
fpr4,YLR449W
fps1,YLL043W
fra1,YLL029W
fra2,YGL220W
frd1,YEL047C
fre1,YLR214W
fre2,YKL220C
fre3,YOR381W
fre4,YNR060W
fre5,YOR384W
fre6,YLL051C
fre7,YOL152W
fre8,YLR047C
frk1,YPL141C
frm2,YCL026C-A
frq1-1,YDR373W
frs1-5001,YLR060W
frs2-5001,YFL022C
frt1,YOR324C
frt2,YAL028W
fsf1,YOR271C
fsh1,YHR049W
fsh2,YMR222C
fsh3,YOR280C
fth1,YBR207W
ftr1,YER145C
fub1,YCR076C
fui1,YBL042C
fum1,YPL262W
fun14,YAL008W
fun19,YAL034C
fun26,YAL022C
fun30,YAL019W
fur1-5002,YHR128W
fus1,YCL027W
fus2,YMR232W
fyv1,YDR024W
fyv10,YIL097W
fyv12,YOR183W
fyv4,YHR059W
fyv7,YLR068W
fyv8,YGR196C
fzf1,YGL254W
fzo1,YBR179C
gaa1-ts,YLR088W
gab1-1,YLR459W
gab1-2,YLR459W
gab1-3,YLR459W
gac1,YOR178C
gad1,YMR250W
gal1,YBR020W
gal10,YBR019C
gal11,YOL051W
gal2,YLR081W
gal3,YDR009W
gal4,YPL248C
gal7,YBR018C
gal80,YML051W
gal83,YER027C
gap1,YKR039W
gar1,YHR089C
gas1,YMR307W
gas2,YLR343W
gas3,YMR215W
gas4,YOL132W
gas5,YOL030W
gat1,YFL021W
gat2,YMR136W
gat3,YLR013W
gat4,YIR013C
gbp2,YCL011C
gcd1-5001,YOR260W
gcd1-502,YOR260W
gcd1-502-supp1,YOR260W
gcd1-502-supp2,YOR260W
gcd10-506,YNL062C
gcd11-5001-supp1,YER025W
gcd11-5002,YER025W
gcd14-4,YJL125C
gcd14-4-supp1,YJL125C
gcd2-5005,YGR083C
gcd2-5006,YGR083C
gcd6-5003,YDR211W
gcd7-5001,YLR291C
gcg1,YER163C
gcn1,YGL195W
gcn2,YDR283C
gcn20,YFR009W
gcn3,YKR026C
gcn4,YEL009C
gcr2,YNL199C
gcs1,YDL226C
gcv1,YDR019C
gcv2,YMR189W
gcv3,YAL044C
gcy1,YOR120W
gda1,YEL042W
gdb1,YPR184W
gde1,YPL110C
gdh1,YOR375C
gdh2,YDL215C
gdh3,YAL062W
gdi1-1,YER136W
gds1,YOR355W
gdt1,YBR187W
gea1,YJR031C
gef1,YJR040W
gem1,YAL048C
gep3,YOR205C
gep5,YLR091W
gep7,YGL057C
get1,YGL020C
get1-supp1,YGL020C
get2,YER083C
get3,YDL100C
get4,YOR164C
gex2,YKR106W
gfa1-97,YKL104C
gfd1,YMR255W
gfd2,YCL036W
gga1,YDR358W
gga2,YHR108W
gic1,YHR061C
gic2,YDR309C
gid7,YCL039W
gid8,YMR135C
gim3,YNL153C
gim4,YEL003W
gim5,YML094W
gin4,YDR507C
gip1,YBR045C
gip2,YER054C
gip3,YPL137C
gip4,YAL031C
gir2,YDR152W
gis1,YDR096W
gis2,YNL255C
gis3,YLR094C
gis4,YML006C
git1,YCR098C
glc3,YEL011W
glc7-12,YER133W
glc8,YMR311C
gle1-2,YDL207W
gle1-4,YDL207W
gle2,YER107C
glg1,YKR058W
glg2,YJL137C
glk1,YCL040W
gln1-5001,YPR035W
gln1-5007,YPR035W
gln3,YER040W
gln4-5001,YOR168W
glo1,YML004C
glo2,YDR272W
glo3,YER122C
glo3-supp1,YER122C
glo4,YOR040W
glr1,YPL091W
glt1,YDL171C
gmc1,YDR506C
gmc2,YLR445W
gmh1,YKR030W
gna1-5001,YFL017C
gna1-ts,YFL017C
gnd2,YGR256W
gnp1,YDR508C
gnt1,YOR320C
gon7,YJL184W
gor1,YNL274C
gos1-supp1,YHL031C
got1,YMR292W
gpb1,YOR371C
gpb2,YAL056W
gpd1,YDL022W
gpd2,YOL059W
gpg1,YGL121C
gph1,YPR160W
gpi1-1,YGR216C
gpi10-5001,YGL142C
gpi11-5001,YDR302W
gpi11-5001-supp1,YDR302W
gpi12-5001,YMR281W
gpi13-3-supp1,YLL031C
gpi13-4,YLL031C
gpi13-5,YLL031C
gpi13-5-supp1,YLL031C
gpi14-5007,YJR013W
gpi15-5001,YNL038W
gpi16-5001,YHR188C
gpi17-5001,YDR434W
gpi18-5001,YBR004C
gpi19-2,YDR437W
gpi19-2xh,YDR437W
gpi19-5001,YDR437W
gpi2-1-7b,YPL076W
gpi2-774,YPL076W
gpi8-5001,YDR331W
gpi8-ts,YDR331W
gpm2,YDL021W
gpm3,YOL056W
gpn2-5001,YOR262W
gpn3-5005,YLR243W
gpp1,YIL053W
gpp2,YER062C
gpr1,YDL035C
gpt2,YKR067W
gpx1,YKL026C
gpx2,YBR244W
grc3-5001,YLL035W
grc3-5001-supp1,YLL035W
gre1,YPL223C
gre2,YOL151W
gre3,YHR104W
grh1,YDR517W
grs1-5001,YBR121C
grs2,YPR081C
grx1,YCL035C
grx2,YDR513W
grx3,YDR098C
grx4,YER174C
grx6,YDL010W
grx7,YBR014C
grx8,YLR364W
gsc2,YGR032W
gsf2,YML048W
gsh1,YJL101C
gsh2,YOL049W
gsm1,YJL103C
gsp1,YLR293C
gsp1-p162l,YLR293C
gsp2,YOR185C
gsy1,YFR015C
gsy2,YLR258W
gtb1,YDR221W
gtf1,YGR102C
gto1,YGR154C
gto3,YMR251W
gtr1,YML121W
gtr2,YGR163W
gtr2-supp1,YGR163W
gts1,YGL181W
gtt1,YIR038C
gtt2,YLL060C
gtt3,YEL017W
gud1,YDL238C
guf1,YLR289W
guk1-5001,YDR454C
gup1,YGL084C
gup2,YPL189W
gus1-5001,YGL245W
gut1,YHL032C
gut2,YIL155C
gvp36,YIL041W
gwt1-20,YJL091C
gyl1,YMR192W
gyp1,YOR070C
gyp5,YPL249C
gyp6,YJL044C
gyp7,YDL234C
gyp8,YFL027C
gzf3,YJL110C
haa1,YPR008W
hac1,YFL031W
hal1,YPR005C
hal5,YJL165C
hal9,YOL089C
ham1,YJR069C
hap1,YLR256W
hap2,YGL237C
hap3,YBL021C
hap4,YKL109W
hap5,YOR358W
has1-5001,YMR290C
hat1,YPL001W
hbn1,YCL026C-B
hbs1,YKR084C
hbt1,YDL223C
hca4-5002,YJL033W
hca4-5009,YJL033W
hch1,YNL281W
hcm1,YCR065W
hcr1,YLR192C
hcs1,YKL017C
hda1,YNL021W
hda2,YDR295C
hda3,YPR179C
hef3,YNL014W
heh2,YDR458C
hek2,YBL032W
hel1,YKR017C
hel2,YDR266C
hem1-5003,YDR232W
hem1-5004,YDR232W
hem12-5005,YDR047W
hem13-5001,YDR044W
hem25,YDL119C
hem4-5001,YOR278W
her1,YOR227W
her2,YMR293C
hes1,YOR237W
hfa1,YMR207C
hfd1,YMR110C
hfi1,YPL254W
hfm1,YGL251C
hgh1,YGR187C
hhf1,YBR009C
hhf2,YNL030W
hho1,YPL127C
hht1,YBR010W
hht2,YNL031C
hif1,YLL022C
him1,YDR317W
hir1,YBL008W
hir2,YOR038C
hir3,YJR140C
hit1,YJR055W
hkr1,YDR420W
hlj1,YMR161W
hlr1,YDR528W
hmf1,YER057C
hmg1,YML075C
hmg2,YLR450W
hmi1,YOL095C
hmo1,YDR174W
hmra1,YCR097W
hms1,YOR032C
hms2,YJR147W
hmt1,YBR034C
hmx1,YLR205C
hnm1,YGL077C
hnt1,YDL125C
hnt2,YDR305C
hoc1,YJR075W
hog1,YLR113W
hol1,YNR055C
hom2,YDR158W
hom3,YER052C
hom6,YJR139C
hop1,YIL072W
hop2,YGL033W
hor7,YMR251W-A
hos1,YPR068C
hos2,YGL194C
hos3,YPL116W
hos4,YIL112W
hot1,YMR172W
hot13,YKL084W
hpa2,YPR193C
hpa3,YEL066W
hpc2,YBR215W
hpf1,YOL155C
hpm1,YIL110W
hpt1,YDR399W
hrb1,YNL004W
hrd1,YOL013C
hrd3,YLR207W
hri1,YLR301W
hrk1,YOR267C
hrp1-1,YOL123W
hrp1-4,YOL123W
hrq1,YDR291W
hrr25-5001,YPL204W
hrt3,YLR097C
hsc82,YMR186W
hse1,YHL002W
hsf1-848,YGL073W
hsh49-5002,YOR319W
hsl1,YKL101W
hsl7,YBR133C
hsm3,YBR272C
hsp10-ts,YOR020C
hsp104,YLL026W
hsp12,YFL014W
hsp150,YJL159W
hsp26,YBR072W
hsp30,YCR021C
hsp31,YDR533C
hsp32,YPL280W
hsp33,YOR391C
hsp42,YDR171W
hsp60-5001,YLR259C
hsp60-5005,YLR259C
hsp78,YDR258C
hsp82,YPL240C
hst1,YOL068C
hst2,YPL015C
hst3,YOR025W
hst4,YDR191W
hsv2,YGR223C
hta1,YDR225W
hta2,YBL003C
htb2,YBL002W
htd2,YHR067W
htl1,YCR020W-B
hts1-1,YPR033C
htz1,YOL012C
hua1,YGR268C
hua2,YOR284W
hub1,YNR032C-A
hug1,YML058W-A
hul4,YJR036C
hul5,YGL141W
hur1,YGL168W
hut1,YPL244C
hvg1,YER039C
hxk1,YFR053C
hxk2,YGL253W
hxt1,YHR094C
hxt10,YFL011W
hxt12,YIL170W
hxt13,YEL069C
hxt14,YNL318C
hxt15,YDL245C
hxt2,YMR011W
hxt3,YDR345C
hxt4,YHR092C
hxt5,YHR096C
hxt6,YDR343C
hxt8,YJL214W
hxt9,YJL219W
hym1-15,YKL189W
hyp2-1,YEL034W
hyp2-2,YEL034W
hyp2-3,YEL034W
hyp2-ts,YEL034W
hyr1,YIR037W
hys2-ts,YJR006W
iah1,YOR126C
ibd2,YNL164C
ice2,YIL090W
icl1,YER065C
icl2,YPR006C
icp55,YER078C
ics2,YBR157C
ics3,YJL077C
ict1,YLR099C
icy1,YMR195W
idh1,YNL037C
idh2,YOR136W
idi1-5001,YPL117C
idi1-5005,YPL117C
idp1,YDL066W
idp2,YLR174W
idp3,YNL009W
ids2,YJL146W
ies1,YFL013C
ies2,YNL215W
ies3,YLR052W
ies4,YOR189W
ies5,YER092W
ifm1,YOL023W
igd1,YFR017C
igo1,YNL157W
igo2,YHR132W-A
iki1,YHR187W
iki3,YLR384C
iks1,YJL057C
ilm1,YJR118C
ils1-1,YBL076C
ilv1,YER086W
ilv5-5004,YLR355C
ilv6,YCL009C
ima1,YGR287C
ima2,YOL157C
ima4,YJL221C
ima5,YJL216C
imd1,YAR073W
imd2,YHR216W
imd3,YLR432W
imd4,YML056C
ime1,YJR094C
ime2,YJL106W
ime4,YGL192W
img1,YCR046C
img2,YCR071C
imh1,YLR309C
iml1,YJR138W
iml2,YJL082W
iml3,YBR107C
imo32,YGR031W
imp1,YMR150C
imp2,YMR035W
imp2',YIL154C
imp4-2,YNL075W
ina1,YLR413W
ina17,YPL099C
ina22,YIR024C
inh1,YDL181W
inm1,YHR046C
inm2,YDR287W
inn1-5007,YNL152W
ino1,YJL153C
ino2,YDR123C
ino4,YOL108C
ino80-5002,YGL150C
inp1,YMR204C
inp2,YMR163C
inp51,YIL002C
inp52,YNL106C
inp53,YOR109W
inp54,YOL065C
ioc2,YLR095C
ioc3,YFR013W
ioc4,YMR044W
ipi1-5001,YHR085W
ipi3-5001,YNL182C
ipk1,YDR315C
ipl1-1,YPL209C
ipl1-2,YPL209C
ipp1-5001,YBR011C
ipt1,YDR072C
iqg1-5004,YPL242C
ira2,YOL081W
irc10,YOL015W
irc11,YOR013W
irc13,YOR235W
irc14,YOR135C
irc15,YPL017C
irc16,YPR038W
irc18,YJL037W
irc19-supp1a,YLL033W
irc2,YDR112W
irc20,YLR247C
irc21,YMR073C
irc22,YEL001C
irc23,YOR044W
irc24,YIR036C
irc25,YLR021W
irc3,YDR332W
irc4,YDR540C
irc5,YFR038W
irc6,YFR043C
irc7,YFR055W
irc8,YJL051W
irc9,YJL142C
ire1,YHR079C
irr1-1,YIL026C
irs4,YKR019C
isa1,YLL027W
isc1-supp1,YER019W
isc10,YER180C
isd11-5003,YER048W-A
isf1,YMR081C
ism1-supp1,YPL040C
isn1,YOR155C
isr1,YPR106W
ist1,YNL265C
ist2,YBR086C
ist3,YIR005W
isu1,YPL135W
isu2,YOR226C
isw1,YBR245C
isw2,YOR304W
isy1,YJR050W
itc1,YGL133W
itr1,YDR497C
itr2,YOL103W
itt1,YML068W
ivy1,YDR229W
iwr1,YDL115C
ixr1,YKL032C
izh1,YDR492W
izh2,YOL002C
izh3,YLR023C
izh4,YOL101C
jem1,YJL073W
jen1,YKL217W
jhd1,YER051W
jhd2,YJR119C
jid1,YPR061C
jip4,YDR475C
jip5-5002,YPR169W
jjj1,YNL227C
jjj2,YJL162C
jjj3,YJR097W
jlp1,YLL057C
jlp2,YMR132C
jnm1,YMR294W
jsn1,YJR091C
kae1-5004,YKR038C
kae1-5006,YKR038C
kap104,YBR017C
kap114,YGL241W
kap120-supp1,YPL125W
kap120-supp2,YPL125W
kap122,YGL016W
kap123,YER110C
kap95-e126k,YLR347C
kap95-l63a,YLR347C
kar2-159,YJL034W
kar3,YPR141C
kar4,YCL055W
kar5,YMR065W
kar9,YPL269W
kcc4,YCL024W
kch1,YJR054W
kdx1,YKL161C
keg1-5002-supp1,YFR042W
kel1,YHR158C
kel2,YGR238C
kel3,YPL263C
kes1,YPL145C
kex1,YGL203C
kex2,YNL238W
kgd1,YIL125W
kgd2,YDR148C
kha1,YJL094C
kin1,YDR122W
kin2,YLR096W
kin28-ts,YDL108W
kin3,YAR018C
kin4,YOR233W
kin82,YCR091W
kip1,YBL063W
kip2,YPL155C
kip3,YGL216W
kkq8,YKL168C
knh1,YDL049C
kns1,YLL019C
kog1-1,YHR186C
kre1,YNL322C
kre2,YDR483W
kre29-ts2,YER038C
kre33-5001,YNL132W
kre5-ts2,YOR336W
kre9-5001,YJL174W
kri1-5001,YNL308C
krr1-17,YCL059C
krr1-18,YCL059C
krs1-5001,YDR037W
krs1-5004,YDR037W
ksp1,YHR082C
kss1,YGR040W
kti11,YBL071W-A
kti12,YKL110C
ktr1,YOR099W
ktr2,YKR061W
ktr3,YBR205W
ktr4,YBR199W
ktr5,YNL029C
ktr6,YPL053C
ktr7,YIL085C
kxd1,YGL079W
laa1,YJL207C
lac1,YKL008C
lag1,YHL003C
lag2,YOL025W
lam1,YHR155W
lam4,YHR080C
lam5,YFL042C
lam6,YLR072W
lap2,YNL045W
lap3,YNL239W
las1-5002,YKR063C
las17-1-supp1,YOR181W
las17-13,YOR181W
las17-14,YOR181W
las21,YJL062W
lat1,YNL071W
lcb1-10,YMR296C
lcb1-2,YMR296C
lcb1-4,YMR296C
lcb1-5,YMR296C
lcb2-1,YDR062W
lcb2-16,YDR062W
lcb2-19,YDR062W
lcb2-2,YDR062W
lcb3,YJL134W
lcb4,YOR171C
lcb5,YLR260W
lcl1,YPL056C
lcl2,YLR104W
lcl3,YGL085W
lcp5-5005,YER127W
lcp5-5007,YER127W
ldb16,YCL005W
ldb17,YDL146W
ldb18,YLL049W
ldb19,YOR322C
ldb7,YBL006C
ldh1,YBR204C
lds1,YAL018C
lds2,YOL047C
lea1,YPL213W
lee1,YPL054W
lem3,YNL323W
leo1,YOR123C
leu1,YGL009C
leu3,YLR451W
leu4,YNL104C
leu5,YHR002W
leu9,YOR108W
lge1,YPL055C
lhp1,YDL051W
lhs1,YKL073W
lhs1-supp1,YKL073W
lia1,YJR070C
lif1,YGL090W
lin1,YHR156C
lip1-5001,YMR298W
lip2,YLR239C
lip5,YOR196C
lmo1,YLL007C
lnp1,YHR192W
loc1,YFR001W
loh1,YJL038C
los1,YKL205W
lot5,YKL183W
lot6,YLR011W
lpd1,YFL018C
lpd1-supp1,YFL018C
lpl1,YOR059C
lpp1,YDR503C
lpx1,YOR084W
lre1,YCL051W
lrg1,YDL240W
lro1,YNR008W
lrp1,YHR081W
lrs4,YDR439W
lsb1,YGR136W
lsb3,YFR024C-A
lsb5,YCL034W
lsb6,YJL100W
lsc1,YOR142W
lsc2,YGR244C
lsg1-5009,YGL099W
lsm1,YJL124C
lsm12,YHR121W
lsm2-5001,YBL026W
lsm3-5002,YLR438C-A
lsm6,YDR378C
lsm7,YNL147W
lsm8-5001-supp1,YJR022W
lsm8-5003,YJR022W
lso1,YJR005C-A
lso2,YGR169C-A
lsp1,YPL004C
lst4,YKL176C
lst7,YGR057C
lst8-15,YNL006W
lst8-6,YNL006W
lte1,YAL024C
lte1-supp1,YAL024C
lto1-5001,YNL260C
ltp1,YPR073C
luc7-1,YDL087C
lys20,YDL182W
lys21,YDL131W
mac1,YMR021C
mac1-supp1,YMR021C
mad1,YGL086W
mad2,YJL030W
mad3,YJL013C
mae1,YKL029C
maf1,YDR005C
mag1,YER142C
mag2,YLR427W
mak10,YEL053C
mak11-2,YKL021C
